"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state","full_add","lat","long"
"YUMMY DUMPLING INC","1708 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1708 IRVING ST, SAN FRANCISCO, CA, 94122",37.7637177,-122.476377
"I POT","1420 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1420 IRVING ST, SAN FRANCISCO, CA, 94122",37.76396755,-122.473230671646
"SUSHI VIEW","1524 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1524 IRVING ST, SAN FRANCISCO, CA, 94122",37.7638125,-122.4743675
"POT'S","2652 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2652 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7612253,-122.4907775
"I SKEWERS","2407 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA","2407 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7610964,-122.4878965
"KAMA LOUNGE INC","2555 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2555 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7610288,-122.4895725
"VASI DIM FARM","2415 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2415 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7609641,-122.48811265717
"PITTSBURGH'S PUB","4207 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","4207 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7602405,-122.5071774
"THANH LONG","4101 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",25,1780,"CA","4101 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7601834,-122.506104261933
"SEA BREEZE CAFE","3940 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","3940 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7606345,-122.5045158
"SRI THAI","4621 LINCOLN WAY","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","4621 LINCOLN WAY, SAN FRANCISCO, CA, 94122",37.7639597,-122.5078082
"EL BEACH BURRITO","3914 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA","3914 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7606795,-122.504101228724
"MANGO MEDLEY","3911 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","3911 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7604266326531,-122.504012653061
"MEDITERREAN CAFE","3848 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","3848 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7606846,-122.503403545079
"GOLDEN GATE INDIAN & PIZZA","1388 46TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","1388 46TH AVE, SAN FRANCISCO, CA, 94122",37.7606933,-122.5057598
"JAVA BEACH CAFE","1396 LA PLAYA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA","1396 LA PLAYA ST, SAN FRANCISCO, CA, 94122",37.7604494,-122.508978
"OUTERLANDS","4001 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","4001 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7603503,-122.5050056
"CAZADORES TAQUERRIA","4621 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",1,72,"CA","4621 IRVING ST, SAN FRANCISCO, CA, 94122",37.76207,-122.50758109497
"THAI COTTAGE RESTAURANT","4041 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA","4041 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7603199,-122.5055547
"DOMINO'S","3116 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA","3116 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7534897,-122.497158
"TAZAKI SUSHI","3420 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","3420 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7608723,-122.4989017
"YAN YAN RESTAURANT","2241 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",7,499,"CA","2241 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7611634,-122.4862929
"KIKI JAPANESE RESTAURANT","1296 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",16,1139,"CA","1296 9TH AVE, SAN FRANCISCO, CA, 94122",37.7641978571429,-122.466218244898
"VIETNAMESE NOODLE HOUSE","32 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","32 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.755335,-122.4696656
"SPECIALTY'S CAFE & BAKERY","1614 25TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1614 25TH AVE, SAN FRANCISCO, CA, 94122",37.75735615,-122.48289155
"GOLDEN GATE INDIAN CUISINE","4038 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","4038 JUDAH ST, SAN FRANCISCO, CA, 94122",37.7607063,-122.5054472
"SILVER SPUR","1914 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","1914 IRVING ST, SAN FRANCISCO, CA, 94122",37.7636372,-122.4785512
"SUNRISE DELI","2115 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA","2115 IRVING ST, SAN FRANCISCO, CA, 94122",37.7632843,-122.4807189
"PPQ VIETNAMESE CUISINE","1816 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA","1816 IRVING ST, SAN FRANCISCO, CA, 94122",37.7636862,-122.4775778
"TOFU VILLAGE CHINESE-JAPENESE","1920 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",12,854,"CA","1920 IRVING ST, SAN FRANCISCO, CA, 94122",37.763631,-122.478659
"HAPPY BAKERY","2253 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2253 IRVING ST, SAN FRANCISCO, CA, 94122",37.7632148,-122.482263
"HANDY DELI","1815 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","1815 IRVING ST, SAN FRANCISCO, CA, 94122",37.7634199,-122.4774949
"PHO HUYNH HIEP RESTAURANT","1833 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1833 IRVING ST, SAN FRANCISCO, CA, 94122",37.76331215,-122.477763205241
"PHO PHU QUOC","1816 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",10,712,"CA","1816 IRVING ST, SAN FRANCISCO, CA, 94122",37.7636862,-122.4775778
"TACO SHOP AT UNDERDOGS","1824 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1824 IRVING ST, SAN FRANCISCO, CA, 94122",37.7636832,-122.4776466
"GUANGDONG BARBECUE TEA HOUSE","2191 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",20,1424,"CA","2191 IRVING ST, SAN FRANCISCO, CA, 94122",37.763245,-122.4812586
"CEN ZHU NONG","2409 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2409 IRVING ST, SAN FRANCISCO, CA, 94122",37.76305505,-122.483828383868
"CHUG PUB","1849 LINCOLN WAY","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1849 LINCOLN WAY, SAN FRANCISCO, CA, 94122",37.7652442,-122.4781609
"NOORI","1924 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",12,854,"CA","1924 IRVING ST, SAN FRANCISCO, CA, 94122",37.7636214,-122.4786898
"SAWAII RAMEN","2240 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2240 IRVING ST, SAN FRANCISCO, CA, 94122",37.7634719,-122.4822301
"KING PINEAPPLE","1915 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1915 IRVING ST, SAN FRANCISCO, CA, 94122",37.7633828,-122.4784243
"DEI FANG STYLE","2218 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2218 IRVING ST, SAN FRANCISCO, CA, 94122",37.7634812,-122.4818255
"MISS WAFFLES INC","2142 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2142 IRVING ST, SAN FRANCISCO, CA, 94122",37.7635164,-122.481097
"WOK STATION INC","2154 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2154 IRVING ST, SAN FRANCISCO, CA, 94122",37.7635117,-122.481265
"SUSHI UMA","2146 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","2146 IRVING ST, SAN FRANCISCO, CA, 94122",37.763515,-122.481148
"MANDARIN INSTITUTE","1847 LINCOLN WAY","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1847 LINCOLN WAY, SAN FRANCISCO, CA, 94122",37.7652846734694,-122.477818469388
"SVECHUAN CUISINE","1920 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","1920 IRVING ST, SAN FRANCISCO, CA, 94122",37.763631,-122.478659
"MICADO RESTAURANT","2126 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","2126 IRVING ST, SAN FRANCISCO, CA, 94122",37.7635325,-122.4808023
"IRVING PIZZA","1825 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","1825 IRVING ST, SAN FRANCISCO, CA, 94122",37.763415,-122.4776235
"LAM HOA THUAN RESTAURANT","2337 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",22,1566,"CA","2337 IRVING ST, SAN FRANCISCO, CA, 94122",37.7631782,-122.4832076
"LOI VIETNAMESE RESTAURANT","2228 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA","2228 IRVING ST, SAN FRANCISCO, CA, 94122",37.7634753,-122.4820015
"MARNEE THAI RESTAURANT","2225 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA","2225 IRVING ST, SAN FRANCISCO, CA, 94122",37.7632314,-122.4818733
"SHANGRILA VEGETARIAN","1274 21ST AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA","1274 21ST AVE, SAN FRANCISCO, CA, 94122",37.7639721,-122.479045009426
"SUN MAXIMS BAKERY","2034 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA","2034 IRVING ST, SAN FRANCISCO, CA, 94122",37.7635725,-122.479881
"CHABAA","2123 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","2123 IRVING ST, SAN FRANCISCO, CA, 94122",37.7631989,-122.480935436535
"KEVIN & CHRIS'S NOODLE HOUSE","1833 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA","1833 IRVING ST, SAN FRANCISCO, CA, 94122",37.76331215,-122.477763205241
"ROUND TABLE PIZZA","737 PORTOLA DR","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",24,1708,"CA","737 PORTOLA DR, SAN FRANCISCO, CA, 94127",37.7444714609375,-122.453785125
"TOWER BURGER","729 PORTOLA DR","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",5,356,"CA","729 PORTOLA DR, SAN FRANCISCO, CA, 94127",37.7444975234375,-122.453748125
"FLANAHAN'S PUB","3805 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA","3805 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7528474,-122.504525
"LA PLAYA TAQUERIA","3817 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","3817 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7528438,-122.5047171
"DEVIL'S TEETH BAKING CO","3876 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","3876 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7531194,-122.505033
"CAFE ST JORGE","4037 MORAGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","4037 MORAGA ST, SAN FRANCISCO, CA, 94122",37.75462915,-122.50619251396
"PAPA MAK'S BURGER","3755 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",7,499,"CA","3755 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7528467,-122.504162
"PIZZA PLACE ON NORIEGA","3901 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",14,997,"CA","3901 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7528003,-122.5055674
"HONG'S KITCHEN","3917 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA","3917 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7528042,-122.5057507
"PREET PALACE INDIAN & PIZZA","3808 LAWTON ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA","3808 LAWTON ST, SAN FRANCISCO, CA, 94122",37.75703175,-122.503823061296
"TOYOSE","3814 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA","3814 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.7531759,-122.504688102152
"BRAZEN HEAD","3166 BUCHANAN ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",23,1637,"CA","3166 BUCHANAN ST, SAN FRANCISCO, CA, 94123",37.7992905,-122.4324396
"HAI SUN RESTAURANT","3137 LAGUNA ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",3,214,"CA","3137 LAGUNA ST, SAN FRANCISCO, CA, 94123",37.7999036326531,-122.431105714286
"SILVER CLOUDS","1994 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",5,356,"CA","1994 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8002289795918,-122.434227428571
"ZUSHI PUZZLE","1910 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1910 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8003815,-122.4330658
"BENJARONG THAI CUISINE-SF","1968 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",3,214,"CA","1968 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8002834,-122.4339019
"JAKE'S STEAKS","3301 BUCHANAN ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3301 BUCHANAN ST, SAN FRANCISCO, CA, 94123",37.8004740357143,-122.432698428571
"PETIT PRINCE CAFE","1926 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1926 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8003476326531,-122.433299714286
"ALEGRIAS FOOD FROM SPAIN","2018 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA","2018 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8001749,-122.434791
"MARINA SUSHI BAR","2020 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2020 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.80020245,-122.434913193238
"SABROSA","3200 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3200 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.799087,-122.435788
"SANDWICH SPOT","3212 PIERCE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3212 PIERCE ST, SAN FRANCISCO, CA, 94123",37.7996987755102,-122.439280836735
"LY'S VIETNAMESE CUISINE","1779 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1779 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8006670918367,-122.430732367347
"PATXI'S PIZZA","3318 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",40,2847,"CA","3318 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.8002152,-122.4359776
"MINA TEST KITCHEN","2120 GREENWICH ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2120 GREENWICH ST, SAN FRANCISCO, CA, 94123",37.7991883061224,-122.43466644898
"COW MARLOWE","3154 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3154 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.798869,-122.4357265
"SUSHI RIKA","900 BUSH ST # C101","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","900 BUSH ST # C101, SAN FRANCISCO, CA, 94109",37.7898574,-122.4123769
"OSSO STEAKHOUSE","1177 CALIFORNIA ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",40,2847,"CA","1177 CALIFORNIA ST, SAN FRANCISCO, CA, 94108",37.7913926122449,-122.413636408163
"FINAL FINAL","2990 BAKER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","2990 BAKER ST, SAN FRANCISCO, CA, 94123",37.7984605102041,-122.445835571429
"RISTORANTE PARMA","3314 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",5,356,"CA","3314 STEINER ST, SAN FRANCISCO, CA, 94123",37.8000152,-122.4376243
"KUKOL PLACE THAI CUISINE","2380 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA","2380 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7994294,-122.4406822
"ORIGINAL BUFFALO WINGS","2499 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA","2499 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.79886415,-122.44238708951
"PLUTO'S FRESH FOOD-HUNGRY UNVR","3258 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",19,1353,"CA","3258 SCOTT ST, SAN FRANCISCO, CA, 94123",37.80003765,-122.440961091872
"MARINA PIZZA & CAFE","2139 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",5,356,"CA","2139 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7995088,-122.436641762719
"ACE WASABI'S ROCK-N-ROLL SUSHI","3339 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",19,1353,"CA","3339 STEINER ST, SAN FRANCISCO, CA, 94123",37.800212,-122.437972
"PACIFIC CATCH","2027 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",25,1780,"CA","2027 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8006438,-122.4367038
"NECTAR WINE LOUNGE-MARINA","3330 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",8,570,"CA","3330 STEINER ST, SAN FRANCISCO, CA, 94123",37.8001664,-122.437654
"A 16","2355 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",37,2634,"CA","2355 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.7999597,-122.442104
"SQUAT & GOBBLE","2263 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2263 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8001729,-122.4405522
"DELAROSA","2175 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2175 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8003603,-122.4390753
"SANDWICH SPOT","3213 PIERCE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3213 PIERCE ST, SAN FRANCISCO, CA, 94123",37.7996767755102,-122.439486836735
"PIZZERIA AVELLINO","2769 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",8,570,"CA","2769 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.79832205,-122.446996354963
"OUR NEIGHBORHOOD PLACE","2231 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2231 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8002343,-122.4400665
"PLUMP JACK","2257 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2257 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8001841,-122.4404639
"CASTAGNA-SAN FRANCISCO","2015 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2015 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8006572,-122.436595
"TACKO","3115 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3115 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.79824975,-122.435973
"ATELIER CRENN","3127 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3127 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.7983224,-122.435844
"CHINA VILLAGE SEAFOOD & VEGETA","2263 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2263 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8001729,-122.4405522
"TIPSY PIG","2231 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2231 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8002343,-122.4400665
"TOMA MAS MEXICAN","3318 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3318 STEINER ST, SAN FRANCISCO, CA, 94123",37.8000449,-122.4376302
"CHUBBY NOODLE-LOMBARD","2205 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",30,2135,"CA","2205 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.79943465,-122.437891369802
"BONITA TAQUERIA & ROTISSERIE","2257 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2257 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8001841,-122.4404639
"LE VICTORIA","3348 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3348 STEINER ST, SAN FRANCISCO, CA, 94123",37.8003743,-122.4376967
"BAKER STREET BISTRO","2953 BAKER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",7,499,"CA","2953 BAKER ST, SAN FRANCISCO, CA, 94123",37.7983428,-122.4460787
"AMICI'S EAST COAST PIZZERIA","2200 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",40,2847,"CA","2200 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7997627,-122.4380264
"BISTRO AIX-SF","3340 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",15,1068,"CA","3340 STEINER ST, SAN FRANCISCO, CA, 94123",37.8002385,-122.4376693
"ISA","3324 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",16,1139,"CA","3324 STEINER ST, SAN FRANCISCO, CA, 94123",37.8001044,-122.4376422
"KARA'S CUPCAKES","3249 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",10,712,"CA","3249 SCOTT ST, SAN FRANCISCO, CA, 94123",37.79977765,-122.441339655621
"PLANT CAFE ORGANIC","3352 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",20,1424,"CA","3352 STEINER ST, SAN FRANCISCO, CA, 94123",37.8004498,-122.437634728464
"TERZO","3011 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3011 STEINER ST, SAN FRANCISCO, CA, 94123",37.79711755,-122.437419691259
"BLUE BARN GOURMET","2105 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",15,1068,"CA","2105 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8004742,-122.4381242
"VIVA GOA","2420 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2420 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.79938865,-122.441461898864
"SPAGHETTI BROTHERS","3213 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3213 SCOTT ST, SAN FRANCISCO, CA, 94123",37.7994845918367,-122.441138285714
"SAN FRANCISCO HOLE IN THE WALL","3244 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","3244 SCOTT ST, SAN FRANCISCO, CA, 94123",37.7999052,-122.4409962
"KNB RESTAURANTS INC","3258 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3258 SCOTT ST, SAN FRANCISCO, CA, 94123",37.80003765,-122.440961091872
"POKITIME","2101 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",16,1139,"CA","2101 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7996204,-122.436263625124
"NAVE","2151 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2151 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7995075,-122.436844322482
"ASIAN BOX","2031 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2031 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8005932,-122.436778863488
"ANTICA","3242 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3242 SCOTT ST, SAN FRANCISCO, CA, 94123",37.799905,-122.440826193242
"MAC'D","3347 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3347 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.8005116,-122.4363461
"MEL'S DRIVE-IN","2165 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2165 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7995505,-122.4370481
"BOHO","3321 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",13,926,"CA","3321 STEINER ST, SAN FRANCISCO, CA, 94123",37.800047,-122.437922
